Zilla Code,Upazila Code,Union Name,Unioun
87,25,নওয়াপাড়া,47
87,25,পারুলিয়া,63
87,25,পারুলিয়া,63
87,25,সখিপুর,79
87,25,সখিপুর,79
87,43,চন্দনপুর,13
87,43,চন্দনপুর,13
87,43,চন্দনপুর,13
87,43,দেয়াড়া,15
87,43,লাংগলঝাড়া,23
87,43,লাংগলঝাড়া,23
87,43,হেলাতলা,31
87,43,হেলাতলা,31
87,43,জালালাবাদ,39
87,43,জয়নগর,47
87,43,যুগিখালি,55
87,43,যুগিখালি,55
87,43,কেড়াগাছি,63
87,43,কেড়াগাছি,63
87,43,কেরালকাতা,71
87,43,কেরালকাতা,71
87,43,কেরালকাতা,71
87,43,কুশোডাংগা,79
87,43,কয়লা,87
87,43,কয়লা,87
87,43,সোনাবাড়িয়া,94
87,47,ভাড়াশিমলা,13
87,47,বিষ্ণুপুর,15
87,47,চাম্পাফুল,23
87,47,চাম্পাফুল,23
87,47,দক্ষিণ শ্রীপুর,31
87,47,ধলবাড়িয়া,39
87,47,ধলবাড়িয়া,39
87,47,কৃষ্ণনগর,47
87,47,কৃষ্ণনগর,47
87,47,কুশুলিয়া,55
87,47,মাশুরেশপুর,63
87,47,মাশুরেশপুর,63
87,47,মৌতলা,71
87,47,নলতা,79
87,47,নলতা,79
87,47,রতনপুর,87
87,47,রতনপুর,87
87,47,তারালি,94
87,47,তারালি,94
87,82,আগরদাঁড়ি,13
87,82,আগরদাঁড়ি,13
87,82,আলিপুর,16
87,82,আলিপুর,16
87,82,বৈকারী,20
87,82,বৈকারী,20
87,82,বৈকারী,20
87,82,বল্লী,27
87,82,বল্লী,27
87,82,বাঁশদহা,33
87,82,বাঁশদহা,33
87,82,ভোমরা,40
87,82,ভোমরা,40
87,82,ব্রক্ষ্মরাজপুর,47
87,82,ব্রক্ষ্মরাজপুর,47
87,82,ফিংড়ী,51
87,82,ফিংড়ী,51
87,82,ধুলিহর,54
87,82,ধুলিহর,54
87,82,ঘোনা,61
87,82,ঘোনা,61
87,82,ঝাউডাংগা,67
87,82,ঝাউডাংগা,67
87,82,কুশখালি,74
87,82,কুশখালি,74
87,82,লাবসা,81
87,82,লাবসা,81
87,82,শিবপুর,94
87,82,শিবপুর,94
87,86,আটুলিয়া,11
87,86,আটুলিয়া,11
87,86,ভুরুলিয়া,15
87,86,বুড়িগোয়ালিনী,23
