Zilla Code,Upazila Code,Union Name,Unioun
36,11,কাগাপাশা,44
36,11,খাগাউড়া,50
36,11,মক্রমপুর,56
36,11,মন্দরি,63
36,11,মন্দরি,63
36,11,মন্দরি,63
36,11,মুরাদপুর,69
36,11,পৈলারকান্দি,75
36,11,পুকড়া,82
36,11,সুজাতপুর,88
36,11,সুজাতপুর,88
36,11,সুবিদপুর,94
36,26,আহম্মদাবাদ,13
36,26,আহম্মদাবাদ,13
36,26,চুনারুঘাট,19
36,26,চুনারুঘাট,19
36,26,দেওরগাছ,28
36,26,দেওরগাছ,28
36,26,গাজীপুর,38
36,26,গাজীপুর,38
36,26,গাজীপুর,38
36,26,মিরাশী,47
36,26,মিরাশী,47
36,26,পাইকপাড়া,57
36,26,পাইকপাড়া,57
36,26,রাণীগাঁও,66
36,26,রাণীগাঁও,66
36,26,শানখলা,76
36,26,শানখলা,76
36,26,শানখলা,76
36,26,সাটিয়াজুরী,85
36,26,সাটিয়াজুরী,85
36,26,উবাহাটা,95
36,26,উবাহাটা,95
36,44,গোপায়া,22
36,44,গোপায়া,22
36,44,লস্করপুর,24
36,44,লস্করপুর,24
36,44,লস্করপুর,24
36,44,লোকড়া,28
36,44,নিজামপুর,38
36,44,নিজামপুর,38
36,44,নূরপুর,47
36,44,পৈল,57
36,44,পৈল,57
36,44,রজিউরা,66
36,44,রিচি,76
36,44,শায়েস্তাগঞ্জ,85
36,44,তেঘরিয়া,95
36,44,তেঘরিয়া,95
36,68,বামৈ,13
36,68,বামৈ,13
36,68,বুলা,27
36,68,করাব,40
36,68,লাখাই,54
36,68,মুড়াকারি,67
36,68,মুড়িয়াউক,81
36,71,আদাঐর,16
36,71,আদাঐর,16
36,71,বাঘাসুরা,17
36,71,বহরা,25
36,71,বহরা,25
36,71,বুলা,34
36,71,বুলা,34
36,71,ছাতিয়াইন,43
36,71,চৌমুহনী,51
36,71,চৌমুহনী,51
36,71,ধর্মঘর,60
36,71,জগদীশপুর,69
36,71,আন্দিউড়া,77
36,71,নোয়াপাড়া,86
36,71,নোয়াপাড়া,86
36,71,শাহজাহানপুর,94
36,71,শাহজাহানপুর,94
36,77,আউশকান্দি,13
36,77,আউশকান্দি,13
36,77,বাউসা,14
36,77,বাউসা,14
36,77,দেবপাড়া,21
36,77,দেবপাড়া,21
36,77,দীঘলবাগ,29
36,77,দীঘলবাগ,29
36,77,দীঘলবাগ,29
36,77,গজনাইপুর,43
36,77,গজনাইপুর,43
36,77,গজনাইপুর,43
36,77,গজনাইপুর,43
36,77,ইনাতগঞ্জ,51
36,77,ইনাতগঞ্জ,51
36,77,কালিয়ারভাঙ্গা,58
36,77,কালিয়ারভাঙ্গা,58
36,77,করগাঁও,65
36,77,করগাঁও,65
36,77,কুর্শি,73
36,77,কুর্শি,73
36,77,নবীগঞ্জ,80
36,77,নবীগঞ্জ,80
36,77,পানিউমদা,87
36,77,পানিউমদা,87
36,77,পূর্ব বড়ভাকৈড়,90
36,77,পূর্ব বড়ভাকৈড়,90
36,77,পশ্চিম বড়ভাকৈড়,94
36,77,পশ্চিম বড়ভাকৈড়,94
58,14,বড়লেখা,13
58,14,বড়নি,15
58,14,দক্ষিণ শাহবাজপুর,29
58,14, দক্ষিণবাগ (দক্ষিণ),31
58,14,দাসেরবাজার,39
58,14,নিজবাহাদুরপুর,63
58,14,সুজানগর,77
58,14,সুজানগর,77
58,14,সুজানগর,77
58,14,দক্ষিণবাগ (উত্তর),80
58,14,উত্তর শাহবাজপুর,85
58,14,উত্তর শাহবাজপুর,85
58,35,ফুলতলা,23
58,35,গোয়ালবাড়ী,29
58,35,জায়ফরনগর,47
58,35,পশ্চিম জুড়ী,55
58,35,পূর্ব জুড়ী,67
58,35,সাগরনাল,83
58,56,আদমপুর,17
58,56,আলীনগর,19
58,56,ইসলামপুর,28
58,56,কমলগঞ্জ,38
58,56,কমলগঞ্জ,38
58,56,মাধবপুর,47
58,56,মুন্সিবাজার,57
58,56,পতনউষার,66
58,56,পতনউষার,66
58,56,পতনউষার,66
58,56,রহিমপুর,76
58,56,শমশেরনগর,85
58,56,শমশেরনগর,85
58,65,ভুকশিমইল,10
58,65,ভুকশিমইল,10
58,65,বরমচাল,11
58,65,বরমচাল,11
58,65,ভাটেরা,13
58,65,ব্রাক্ষ্মণবাজার,17
58,65,ব্রাক্ষ্মণবাজার,17
58,65,ব্রাক্ষ্মণবাজার,17
58,65,ব্রাক্ষ্মণবাজার,17
58,65,হাজীপুর,35
58,65,হাজীপুর,35
58,65,জায়চন্ডি,41
58,65,কাদিপুর,53
58,65,কাদিপুর,53
58,65,কর্মধা,59
58,65,কুলাউড়া,65
58,65,পৃথিমপাশা,71
58,65,পৃথিমপাশা,71
58,65,রাউৎগাঁও,77
58,65,রাউৎগাঁও,77
